experiment_id,split,family,fuel_profile,horizon,first_seed,count,active_agents,total_agents,spot_count,role_mode,scope
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,rendezvous-chain,low,4,3800000,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,split-duty,low,4,3800100,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,stock-cycle,low,4,3800200,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,rare-return,low,4,3800300,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,rendezvous-chain,default,4,3810000,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,split-duty,default,4,3810100,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,stock-cycle,default,4,3810200,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,rare-return,default,4,3810300,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,rendezvous-chain,high,4,3820000,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,split-duty,high,4,3820100,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,stock-cycle,high,4,3820200,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,development,rare-return,high,4,3820300,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,rendezvous-chain,low,4,3830000,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,split-duty,low,4,3830100,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,stock-cycle,low,4,3830200,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,rare-return,low,4,3830300,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,rendezvous-chain,default,4,3840000,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,split-duty,default,4,3840100,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,stock-cycle,default,4,3840200,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,rare-return,default,4,3840300,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,rendezvous-chain,high,4,3850000,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,split-duty,high,4,3850100,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,stock-cycle,high,4,3850200,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-PARENT-TIE-PROTECTION-160,holdout,rare-return,high,4,3850300,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
