experiment_id,split,suite,first_seed,count,budget_ms,role_ms,role_mode,fuel_profile,spot_count,players,public_window_ms,scope,authority
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,general,9860000,3,3375,5000,fixed,low,0,8,5000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,general,9860100,3,3375,5000,deadline,generated,0,9,10000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-12,9861000,3,3375,5000,fixed,low,12,10,15000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-12,9861100,3,3375,5000,deadline,high,12,8,5000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-16,9862000,3,3375,5000,fixed,default,16,9,10000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-16,9862100,3,3375,5000,deadline,low,16,10,15000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-24,9863000,2,3375,5000,fixed,high,24,8,5000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-24,9863100,2,3375,5000,deadline,default,24,9,10000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-32,9864000,2,3375,5000,fixed,low,30,10,15000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-32,9864100,2,3375,5000,deadline,high,30,8,5000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-24,9865000,2,3375,5000,fixed,generated,18,10,10000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,development,multiteam-16,9865100,2,3375,5000,deadline,generated,16,9,15000,terminal-rendezvous-pair-reservoir,fresh-development
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,general,9870000,5,3375,5000,deadline,high,0,10,5000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,general,9870100,5,3375,5000,fixed,default,0,8,10000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-12,9871000,5,3375,5000,deadline,low,12,9,15000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-12,9871100,5,3375,5000,fixed,generated,12,10,5000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-16,9872000,5,3375,5000,deadline,default,16,8,10000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-16,9872100,5,3375,5000,fixed,high,16,9,15000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-24,9873000,4,3375,5000,deadline,low,24,10,5000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-24,9873100,4,3375,5000,fixed,generated,20,8,10000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-32,9874000,4,3375,5000,deadline,default,30,9,15000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-32,9874100,4,3375,5000,fixed,high,30,10,5000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-24,9875000,4,3375,5000,deadline,default,18,8,10000,terminal-rendezvous-pair-reservoir,sealed-holdout
SCORE-TERMINAL-RENDEZVOUS-PAIR-RESERVOIR-266,holdout,multiteam-16,9875100,4,3375,5000,fixed,low,16,10,15000,terminal-rendezvous-pair-reservoir,sealed-holdout
