experiment_id,split,suite,first_seed,count,budget_ms,role_ms,role_mode,fuel_profile,spot_count,players,public_window_ms,scope,authority
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,general,10400000,1,3375,5000,fixed,low,0,8,5000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,general,10400100,1,3375,5000,deadline,generated,0,9,10000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-12,10401000,1,3375,5000,fixed,low,12,10,15000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-12,10401100,1,3375,5000,deadline,high,12,8,5000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-16,10402000,1,3375,5000,fixed,default,16,9,10000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-16,10402100,1,3375,5000,deadline,low,16,10,15000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-24,10403000,1,3375,5000,fixed,high,24,8,5000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-24,10403100,1,3375,5000,deadline,default,24,9,10000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-32,10404000,1,3375,5000,fixed,low,30,10,15000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-32,10404100,1,3375,5000,deadline,high,30,8,5000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-24,10405000,1,3375,5000,fixed,generated,18,10,10000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,development,multiteam-16,10405100,1,3375,5000,deadline,generated,16,9,15000,optimality-envelope-prevalence,fresh-development
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,general,10410000,2,3375,5000,deadline,high,0,10,5000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,general,10410100,2,3375,5000,fixed,default,0,8,10000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-12,10411000,2,3375,5000,deadline,low,12,9,15000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-12,10411100,2,3375,5000,fixed,generated,12,10,5000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-16,10412000,2,3375,5000,deadline,default,16,8,10000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-16,10412100,2,3375,5000,fixed,high,16,9,15000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-24,10413000,2,3375,5000,deadline,low,24,10,5000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-24,10413100,2,3375,5000,fixed,generated,20,8,10000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-32,10414000,2,3375,5000,deadline,default,30,9,15000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-32,10414100,2,3375,5000,fixed,high,30,10,5000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-24,10415000,2,3375,5000,deadline,default,18,8,10000,optimality-envelope-prevalence,sealed-holdout
ATTR-OPTIMALITY-ENVELOPE-PREVALENCE-304,holdout,multiteam-16,10415100,2,3375,5000,fixed,low,16,10,15000,optimality-envelope-prevalence,sealed-holdout
