experiment_id,split,family,fuel_profile,horizon,first_seed,count,active_agents,total_agents,spot_count,role_mode,scope
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,split-duty,low,4,3200100,1,3,3,3,two-patrol-one-tanker,consumed-exact-anchor
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,rendezvous-chain,low,4,3470000,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,split-duty,low,4,3470100,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,stock-cycle,low,4,3470200,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,rare-return,low,4,3470300,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,rendezvous-chain,default,4,3480000,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,split-duty,default,4,3480100,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,stock-cycle,default,4,3480200,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,rare-return,default,4,3480300,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,rendezvous-chain,high,4,3490000,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,split-duty,high,4,3490100,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,stock-cycle,high,4,3490200,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,development,rare-return,high,4,3490300,1,3,3,3,two-patrol-one-tanker,fresh-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,rendezvous-chain,low,4,3500000,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,split-duty,low,4,3500100,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,stock-cycle,low,4,3500200,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,rare-return,low,4,3500300,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,rendezvous-chain,default,4,3510000,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,split-duty,default,4,3510100,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,stock-cycle,default,4,3510200,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,rare-return,default,4,3510300,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,rendezvous-chain,high,4,3520000,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,split-duty,high,4,3520100,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,stock-cycle,high,4,3520200,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
SCORE-TANKER-CARAVAN-OVERNIGHT-156,holdout,rare-return,high,4,3520300,3,3,3,3,two-patrol-one-tanker,sealed-candidate-vs-exact
