experiment_id,split,family,fuel_profile,first_seed,count,agent_count,spot_count,day_count,terminal_day,role_mode,scope
SCORE-TANKER-MOBILE-WINDOWS-140,development,rendezvous,low,2900000,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,rendezvous,low,2900001,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,split-frontier,low,2900100,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,split-frontier,low,2900101,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,stock-contention,low,2900200,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,stock-contention,low,2900201,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,rare-brand,low,2900300,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,rare-brand,low,2900301,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,mountain-bridge,low,2900400,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,mountain-bridge,low,2900401,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,delayed-claim,low,2900500,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,delayed-claim,low,2900501,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,rendezvous,default,2910000,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,rendezvous,default,2910001,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,split-frontier,default,2910100,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,split-frontier,default,2910101,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,stock-contention,default,2910200,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,stock-contention,default,2910201,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,rare-brand,default,2910300,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,rare-brand,default,2910301,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,mountain-bridge,default,2910400,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,mountain-bridge,default,2910401,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,delayed-claim,default,2910500,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,delayed-claim,default,2910501,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,rendezvous,high,2920000,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,rendezvous,high,2920001,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,split-frontier,high,2920100,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,split-frontier,high,2920101,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,stock-contention,high,2920200,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,stock-contention,high,2920201,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,rare-brand,high,2920300,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,rare-brand,high,2920301,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,mountain-bridge,high,2920400,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,mountain-bridge,high,2920401,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,development,delayed-claim,high,2920500,1,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
SCORE-TANKER-MOBILE-WINDOWS-140,holdout,delayed-claim,high,2920501,3,3,4,4,4,two-patrol-one-tanker,paired-parent-candidate
